District,Year,Crop,Season,Area_ha,Avg_Temperature_C,Total_Rainfall_mm,Humidity_pct,Soil_Type,Soil_pH,N_kg_per_ha,P_kg_per_ha,K_kg_per_ha,Irrigation_pct,Yield
BHANDARA,2009,Bajra,Kharif,2225.54,30.76,702.3,48.19,Loam,7.16,113.5,43.2,27.4,23.5,1.8665
YAVATMAL,2011,Bajra,Kharif,12781.24,29.34,992.8,56.7,Clay,6.32,83.6,54.6,52.5,11.1,1.4446
SOLAPUR,2004,Bajra,Kharif,8134.15,25.12,1254.5,50.91,Clay,5.28,115.1,47.3,50.3,50.7,1.8881
AKOLA,2018,Groundnut,Kharif,109.03,26.18,893.5,64.8,Loam,6.84,110.1,56.8,38.7,20.0,1.8327
RATNAGIRI,2017,Wheat,Rabi,824.48,26.85,1996.9,85.99,Sandy Loam,5.03,61.1,26.8,28.0,33.9,1.7552
HINGOLI,2006,Bajra,Kharif,3110.11,27.4,450.6,54.21,Clay,7.5,92.8,38.7,39.1,16.5,1.7258
YAVATMAL,2020,Wheat,Rabi,21.05,32.83,789.5,57.83,Clay,7.25,82.9,34.8,31.7,22.4,2.1776
THANE,2001,Wheat,Rabi,3176.66,28.88,2071.1,86.15,Clay Loam,6.03,72.9,27.1,36.2,45.3,2.0499
DHULE,2018,Cotton(lint),Kharif,197762.15,27.46,631.9,49.32,Clay,8.41,123.9,44.4,32.9,33.4,0.8497
BULDHANA,2009,Sugarcane,Whole Year,8505.83,28.43,1003.2,61.42,Loam,6.92,95.8,44.6,39.8,22.5,78.0181
YAVATMAL,2007,Jowar,Kharif,561.5,28.31,544.3,56.03,Loam,6.74,131.7,46.8,48.7,24.1,2.3061
WARDHA,2008,Onion,Kharif,851.34,27.66,747.3,56.22,Clay,6.84,81.5,55.1,40.5,27.8,18.871
AMRAVATI,2002,Rice,Kharif,1880.57,29.78,1179.2,48.12,Clay,7.47,74.1,40.3,22.3,20.7,3.643
AURANGABAD,2014,Groundnut,Kharif,252.39,27.52,468.8,48.91,Clay,7.99,94.5,41.9,32.8,18.7,1.4972
AKOLA,2012,Sugarcane,Whole Year,1912.29,27.74,584.1,69.61,Clay,6.96,71.0,44.7,28.6,28.6,96.8031
YAVATMAL,2009,Jowar,Kharif,21005.38,28.2,585.1,49.91,Loam,6.13,113.1,35.9,33.7,28.8,2.3268
BEED,2004,Jowar,Rabi,26097.38,29.04,300.1,51.46,Clay,7.56,85.3,39.9,36.3,17.4,2.2606
AKOLA,2019,Rice,Kharif,206.25,27.63,668.7,45.63,Loam,6.74,125.0,34.2,39.5,11.7,3.46
MUMBAI,2018,Bajra,Kharif,74.06,27.09,1958.3,80.51,Laterite,4.98,92.6,34.3,45.3,21.9,1.6559
PALGHAR,2021,Bajra,Kharif,678.21,26.71,2833.8,75.72,Sandy Loam,6.35,75.2,30.5,26.9,10.4,2.276
AMRAVATI,2007,Sugarcane,Whole Year,228.66,27.95,1140.2,54.08,Sandy Loam,6.81,89.6,45.2,55.0,12.8,92.7703
PALGHAR,2004,Bajra,Kharif,933.71,24.86,2268.5,79.8,Clay Loam,5.85,95.5,25.4,38.1,20.3,1.7761
RAIGAD,2007,Rice,Kharif,74.15,26.92,2408.6,84.92,Laterite,6.07,105.1,26.0,54.4,14.4,5.7623
LATUR,2016,Bajra,Kharif,71.93,30.68,575.0,49.36,Clay,7.69,111.6,41.2,34.7,10.1,1.8963
NANDURBAR,2015,Wheat,Rabi,10748.29,25.47,602.7,54.34,Clay Loam,7.46,133.0,44.6,44.8,15.2,3.1012
RAIGAD,2001,Soyabean,Kharif,114.92,27.14,1647.1,73.19,Laterite,5.73,94.8,34.2,46.4,25.5,2.6261
PARBHANI,2001,Bajra,Kharif,4611.25,25.86,360.7,55.32,Clay Loam,7.38,102.0,47.4,42.6,25.9,1.3388
CHANDRAPUR,2001,Soyabean,Kharif,4430.0,27.47,431.4,53.42,Clay,6.98,130.2,31.9,40.0,13.7,1.8882
HINGOLI,2006,Jowar,Rabi,367.22,28.6,502.5,41.15,Clay,7.49,102.0,49.6,45.0,25.9,2.7117
THANE,2015,Onion,Kharif,26.48,29.72,3110.2,94.72,Laterite,4.81,69.2,22.1,34.8,15.7,21.2632
GADCHIROLI,2007,Wheat,Rabi,983.86,25.11,1558.3,57.62,Clay,6.11,105.6,44.2,33.4,24.7,2.1247
NANDED,2014,Groundnut,Kharif,134.32,26.82,364.4,51.15,Clay,7.57,90.1,27.8,34.9,14.5,1.5707
SOLAPUR,2009,Onion,Rabi,618.71,24.61,847.8,60.72,Clay,6.65,115.9,34.9,43.8,45.5,18.4496
SINDHUDURG,2001,Sugarcane,Whole Year,309.71,27.14,2455.8,84.49,Sandy Loam,6.02,72.9,16.8,22.0,27.4,98.8864
BHANDARA,2017,Rice,Kharif,24878.83,26.36,1234.4,56.14,Clay,7.11,103.8,45.4,26.5,28.8,4.5229
THANE,2000,Wheat,Rabi,259.07,25.07,1772.1,83.37,Clay Loam,5.49,58.0,27.6,17.9,19.1,1.4282
BHANDARA,2024,Bajra,Kharif,686.64,28.04,1308.5,61.39,Clay,6.84,79.3,48.9,49.8,28.6,1.986
JALGAON,2018,Soyabean,Kharif,1542.68,27.0,697.6,42.98,Loam,7.66,85.4,39.9,40.1,26.0,1.9731
SINDHUDURG,2022,Soyabean,Kharif,135009.51,26.57,2649.7,82.9,Clay Loam,5.72,55.8,28.5,32.5,20.9,2.9798
NANDED,2011,Onion,Kharif,812.51,29.24,603.6,41.14,Clay,7.76,104.1,45.9,32.6,10.0,17.7959
AURANGABAD,2004,Gram,Rabi,20324.64,28.71,286.5,48.32,Clay,7.03,80.8,31.7,37.5,15.8,0.9846
DHULE,2020,Onion,Rabi,16186.58,26.33,768.8,44.0,Loam,7.36,105.9,53.8,41.2,28.9,21.0426
SATARA,2017,Groundnut,Kharif,526.61,24.48,646.2,68.2,Clay,7.05,106.6,36.5,41.1,41.3,1.7823
AHMEDNAGAR,2004,Gram,Rabi,30473.92,29.13,668.8,54.53,Clay,7.2,77.2,43.6,44.1,25.8,0.9163
BULDHANA,2011,Rice,Kharif,34640.52,28.1,738.5,61.22,Sandy Loam,7.2,96.5,11.2,53.4,19.0,3.2588
MUMBAI,2014,Groundnut,Kharif,146.92,29.09,2655.7,74.56,Sandy Loam,5.93,80.1,30.9,48.4,24.6,2.5723
NAGPUR,2001,Bajra,Kharif,2286.83,28.5,607.8,50.86,Clay,7.68,96.2,55.1,29.6,20.1,1.4489
PARBHANI,2006,Cotton(lint),Kharif,41749.75,28.58,622.6,51.41,Clay,7.8,115.6,33.9,31.4,18.4,0.7244
SOLAPUR,2005,Wheat,Rabi,57.33,24.94,493.7,63.17,Clay Loam,6.9,109.5,59.8,44.1,42.8,2.5055
RAIGAD,2013,Rice,Kharif,130.38,27.55,2605.2,84.73,Clay Loam,4.75,75.5,24.2,44.4,22.5,6.0
RATNAGIRI,2019,Rice,Kharif,28829.47,27.09,1995.0,78.28,Laterite,5.78,83.0,15.5,32.9,29.4,4.8933
THANE,2001,Cotton(lint),Kharif,110412.17,29.37,2950.9,82.07,Clay Loam,5.49,89.4,34.2,45.0,27.5,0.8755
BHANDARA,2019,Gram,Rabi,2343.98,30.57,1078.5,64.01,Clay,6.87,85.6,39.0,32.2,22.8,1.3265
SATARA,2006,Onion,Kharif,100.46,24.83,291.5,59.76,Clay,6.93,110.3,46.7,44.0,63.6,19.8095
SATARA,2001,Rice,Kharif,116.36,27.92,1061.9,58.82,Clay Loam,6.74,80.1,43.3,42.7,39.9,3.7615
SINDHUDURG,2007,Onion,Rabi,3152.82,25.54,2843.4,77.9,Laterite,5.24,66.3,27.0,47.0,27.7,25.0618
AHMEDNAGAR,2000,Rice,Kharif,279.83,28.77,573.7,54.74,Clay,7.35,123.0,54.2,46.2,35.0,3.4064
RAIGAD,2006,Onion,Kharif,7119.55,26.62,2252.1,76.67,Clay Loam,4.95,97.7,27.6,29.7,34.2,19.4173
MUMBAI,2021,Soyabean,Kharif,111865.72,24.99,1960.6,76.22,Sandy Loam,5.73,88.6,24.2,31.8,32.6,3.4452
JALNA,2002,Wheat,Rabi,420.19,28.8,440.0,52.08,Clay,7.94,83.5,46.5,37.4,19.1,1.7985
HINGOLI,2021,Jowar,Kharif,950.62,29.47,862.0,43.51,Clay,8.12,106.4,44.7,41.0,23.9,3.0455
OSMANABAD,2001,Groundnut,Kharif,20741.46,30.26,616.2,45.27,Clay Loam,7.76,97.5,46.4,43.6,21.6,1.2231
OSMANABAD,2006,Wheat,Rabi,1032.52,30.21,544.3,55.99,Clay,8.08,96.2,45.1,40.7,14.1,1.9745
WARDHA,2012,Groundnut,Kharif,801.54,26.64,1001.7,62.74,Clay,7.63,110.0,35.3,27.8,29.3,1.8975
GADCHIROLI,2010,Bajra,Kharif,52.6,26.78,759.5,57.56,Clay,6.13,81.0,28.9,27.7,22.7,1.7197
GADCHIROLI,2020,Cotton(lint),Kharif,7718.49,28.63,1173.6,50.24,Sandy Loam,7.49,118.2,41.4,30.2,26.0,0.7819
RATNAGIRI,2017,Wheat,Rabi,75.58,28.42,2561.0,84.24,Clay Loam,5.42,70.3,26.3,29.7,21.5,2.5874
NANDED,2009,Wheat,Rabi,3173.44,25.25,487.9,44.29,Clay,7.43,71.1,35.2,33.0,19.9,1.9998
NANDURBAR,2000,Gram,Rabi,5947.06,28.59,457.6,60.82,Clay Loam,7.1,81.0,46.0,32.9,43.4,1.4121
MUMBAI,2015,Soyabean,Kharif,43054.21,26.21,2196.6,78.63,Sandy Loam,5.4,65.3,10.9,44.8,36.3,3.1072
AURANGABAD,2009,Jowar,Rabi,748.0,28.25,459.2,43.65,Clay Loam,7.86,90.2,59.6,41.6,21.0,2.7704
BHANDARA,2021,Cotton(lint),Kharif,962.18,26.12,991.2,57.76,Clay,5.77,85.2,40.3,15.3,10.0,0.7725
WASHIM,2018,Sugarcane,Whole Year,498.51,26.86,785.6,59.58,Clay,7.27,123.9,27.4,32.3,24.8,105.8917
DHULE,2013,Cotton(lint),Kharif,16882.96,27.2,614.2,52.14,Clay,7.57,76.9,44.3,48.5,23.0,0.8322
SATARA,2021,Sugarcane,Whole Year,1141.51,24.34,814.7,60.17,Clay,7.03,122.8,57.7,51.1,64.0,96.3517
NANDURBAR,2019,Rice,Kharif,16221.89,28.48,643.0,54.56,Clay Loam,7.42,109.8,46.4,47.3,13.1,3.8416
SOLAPUR,2012,Wheat,Rabi,523.68,28.5,1061.5,70.11,Clay Loam,7.0,101.9,51.0,28.7,30.9,2.3867
MUMBAI,2016,Bajra,Kharif,117.98,28.17,2565.0,84.33,Sandy Loam,6.1,99.2,20.0,33.2,27.2,2.1959
NANDED,2023,Groundnut,Kharif,96.15,29.2,637.3,53.91,Clay Loam,7.6,75.1,49.1,45.0,16.4,1.783
GONDIA,2017,Cotton(lint),Kharif,2523.86,27.84,882.4,63.14,Loam,6.6,119.6,60.0,46.9,15.6,0.7945
MUMBAI,2017,Sugarcane,Whole Year,57628.05,30.48,1621.9,80.82,Laterite,5.42,102.1,30.2,39.6,33.0,104.4006
AKOLA,2006,Jowar,Kharif,259.9,31.02,868.6,59.19,Clay,7.26,113.3,43.4,23.9,18.8,2.9408
HINGOLI,2023,Soyabean,Kharif,11260.37,28.07,420.3,50.87,Clay Loam,7.31,111.5,42.8,28.0,23.3,2.05
YAVATMAL,2010,Sugarcane,Whole Year,819.72,25.51,1031.9,73.38,Clay,6.53,65.3,52.1,40.8,21.9,85.7104
PARBHANI,2009,Groundnut,Kharif,55.94,28.38,700.9,41.55,Clay,8.01,77.4,46.5,30.3,14.7,1.6352
RAIGAD,2000,Cotton(lint),Kharif,1413.99,23.39,3043.4,83.12,Sandy Loam,4.73,81.6,29.3,44.0,17.1,0.8333
YAVATMAL,2001,Wheat,Rabi,28459.07,27.87,1210.5,63.84,Clay,6.18,111.1,38.2,41.0,23.4,2.1762
AURANGABAD,2019,Jowar,Rabi,3907.74,27.69,538.3,46.39,Clay Loam,7.06,93.1,34.7,25.5,19.1,2.6992
DHULE,2013,Gram,Rabi,60.43,26.24,443.9,51.45,Clay Loam,7.46,92.4,43.3,46.7,29.2,0.9685
BHANDARA,2014,Cotton(lint),Kharif,20784.83,27.67,753.3,47.46,Clay,7.72,93.2,29.6,49.2,37.4,0.7996
NAGPUR,2002,Wheat,Rabi,23.03,30.19,761.4,57.4,Clay,6.3,78.6,50.2,37.5,29.7,2.1261
WASHIM,2010,Jowar,Kharif,165.34,27.67,1175.3,54.38,Loam,6.63,116.4,53.2,28.5,23.1,2.3761
BHANDARA,2009,Soyabean,Kharif,252.29,23.85,1050.0,54.01,Sandy Loam,6.34,116.9,37.6,24.7,18.7,2.1356
SOLAPUR,2022,Sugarcane,Whole Year,4189.81,25.47,782.4,56.14,Clay,7.92,120.8,40.6,32.0,57.6,90.7597
BEED,2001,Soyabean,Kharif,75387.8,31.34,627.2,47.45,Clay Loam,7.76,89.6,25.8,40.2,17.9,2.0523
HINGOLI,2023,Wheat,Rabi,5629.0,30.32,992.5,42.62,Clay,7.63,94.2,50.6,37.2,12.8,2.1799
DHULE,2023,Groundnut,Kharif,511.56,28.37,655.9,64.98,Clay Loam,5.7,106.9,43.6,49.6,40.5,2.1935
LATUR,2021,Jowar,Kharif,1403.61,28.14,726.3,47.9,Clay,7.87,99.6,45.7,23.9,23.0,3.2787
SOLAPUR,2016,Bajra,Kharif,9208.72,24.49,599.6,65.53,Loam,6.9,147.2,40.2,50.0,33.8,1.7345
DHULE,2020,Onion,Rabi,927.34,27.04,745.6,50.63,Clay,7.36,114.6,49.6,30.8,31.3,14.8684
BEED,2019,Wheat,Rabi,6017.0,27.16,508.9,55.95,Clay Loam,7.54,102.9,40.1,54.4,24.6,2.6775
THANE,2016,Sugarcane,Whole Year,6288.12,27.58,1763.8,83.16,Sandy Loam,5.4,80.8,15.9,26.7,22.9,103.8023
WASHIM,2005,Cotton(lint),Kharif,34709.03,28.36,1320.8,64.17,Clay,7.3,112.5,51.9,41.3,22.4,0.7959
KOLHAPUR,2023,Rice,Kharif,17786.27,25.3,771.3,64.89,Loam,6.2,128.6,53.9,29.8,42.0,4.719
RAIGAD,2005,Sugarcane,Whole Year,702.87,31.12,2049.7,78.98,Sandy Loam,5.71,70.2,27.7,25.7,20.2,98.5253
YAVATMAL,2001,Cotton(lint),Kharif,41981.27,28.31,702.7,52.05,Loam,7.39,118.6,45.9,48.2,10.0,0.6996
NASHIK,2003,Jowar,Rabi,18381.91,24.94,483.2,38.46,Clay Loam,7.28,132.2,42.1,44.8,17.6,2.3922
BEED,2019,Onion,Rabi,17901.27,26.48,580.8,50.21,Clay,7.07,79.8,33.8,38.1,23.1,15.8111
CHANDRAPUR,2019,Bajra,Kharif,2788.1,25.34,442.8,51.89,Clay,6.98,88.4,47.7,41.5,13.6,1.5984
PALGHAR,2018,Bajra,Kharif,1549.34,25.45,2384.7,76.14,Laterite,5.7,75.6,31.6,33.4,27.2,2.0833
GADCHIROLI,2004,Sugarcane,Whole Year,48864.1,27.86,704.6,51.08,Loam,6.5,93.3,50.4,33.4,16.1,86.0233
BEED,2000,Soyabean,Kharif,403.0,27.99,860.9,50.42,Clay Loam,8.17,108.4,46.2,37.6,17.8,2.2089
NANDURBAR,2004,Gram,Rabi,54.0,28.74,233.8,43.21,Clay,6.33,104.7,45.1,50.3,12.2,0.9136
SOLAPUR,2011,Gram,Rabi,260.45,23.75,768.0,66.68,Clay,7.23,151.3,51.6,26.3,30.8,1.345
AHMEDNAGAR,2017,Wheat,Rabi,27138.72,28.11,542.6,48.76,Clay,7.18,99.6,56.6,15.1,39.0,2.6888
AHMEDNAGAR,2001,Cotton(lint),Kharif,185.77,30.0,627.6,54.02,Clay Loam,7.41,106.9,36.0,53.6,15.8,0.6253
SANGLI,2000,Groundnut,Kharif,6355.75,26.01,932.8,63.87,Loam,7.27,107.4,42.3,36.7,38.3,1.8212
THANE,2005,Cotton(lint),Kharif,1813.62,27.5,1833.8,76.9,Clay Loam,5.89,81.7,21.8,23.7,20.4,0.779
AHMEDNAGAR,2004,Cotton(lint),Kharif,4706.0,26.7,646.8,49.25,Clay Loam,7.84,123.0,47.5,40.5,26.7,0.5564
CHANDRAPUR,2018,Jowar,Rabi,6985.19,25.61,1056.7,52.39,Clay,6.97,119.0,43.0,29.8,26.8,2.8615
THANE,2007,Rice,Kharif,25797.34,27.42,1692.0,78.09,Sandy Loam,6.12,87.7,28.5,26.7,21.6,5.0145
JALGAON,2023,Gram,Rabi,205.21,29.18,948.8,61.48,Clay Loam,7.08,105.8,56.4,40.3,43.6,1.4981
THANE,2001,Gram,Rabi,591.23,29.8,3197.8,83.93,Sandy Loam,5.54,104.7,19.8,43.0,34.3,1.3073
HINGOLI,2013,Groundnut,Kharif,1729.0,30.09,871.8,57.34,Clay Loam,7.35,88.7,31.6,32.5,17.8,1.7392
SINDHUDURG,2020,Sugarcane,Whole Year,3102.06,26.23,2254.6,81.99,Sandy Loam,5.7,80.6,35.0,41.5,23.1,104.1143
JALNA,2006,Bajra,Kharif,47134.22,25.34,681.7,51.52,Clay Loam,7.36,97.7,42.3,37.3,10.0,1.6215
OSMANABAD,2005,Wheat,Rabi,83.02,30.88,657.5,45.82,Clay Loam,8.09,108.7,49.0,40.8,19.4,2.8609
CHANDRAPUR,2003,Rice,Kharif,4523.94,28.72,724.8,62.98,Sandy Loam,6.26,115.9,57.3,44.6,10.0,4.3011
AURANGABAD,2020,Soyabean,Kharif,1075.62,28.33,423.4,66.66,Clay Loam,7.68,101.5,35.1,40.7,17.0,1.9445
AURANGABAD,2009,Groundnut,Kharif,210.32,28.33,426.2,59.55,Clay,7.7,86.5,43.7,23.7,16.2,1.9341
BEED,2014,Groundnut,Kharif,76.61,29.52,419.3,46.42,Clay,7.4,95.4,46.2,44.2,16.8,1.9069
KOLHAPUR,2009,Sugarcane,Whole Year,25473.85,25.48,811.8,62.4,Clay Loam,6.67,109.1,38.8,25.4,53.8,91.2411
SOLAPUR,2015,Gram,Rabi,722.77,23.21,701.8,58.16,Clay,6.92,107.2,40.8,55.0,35.6,1.3787
PARBHANI,2015,Jowar,Kharif,227.34,29.74,368.6,57.42,Clay,7.6,88.6,39.8,39.4,11.4,2.5008
BEED,2000,Onion,Kharif,149.74,30.86,498.3,56.37,Clay,7.56,84.0,40.1,33.5,27.1,17.15
HINGOLI,2001,Soyabean,Kharif,6274.61,30.4,299.4,46.77,Clay Loam,8.14,93.0,40.2,38.7,16.2,1.9402
RATNAGIRI,2012,Jowar,Rabi,2036.59,27.29,1689.1,73.37,Sandy Loam,6.13,81.5,27.4,28.7,23.0,2.7564
CHANDRAPUR,2016,Wheat,Rabi,599.25,29.77,1111.7,61.77,Loam,7.61,83.8,41.5,36.6,10.0,1.9959
BHANDARA,2002,Jowar,Kharif,363.25,25.11,1243.3,60.27,Loam,6.16,98.0,57.5,31.4,12.5,2.544
AHMEDNAGAR,2013,Groundnut,Kharif,7183.16,29.94,497.3,55.32,Clay Loam,7.32,100.7,35.7,46.4,16.4,1.821
PUNE,2016,Jowar,Kharif,9336.42,26.05,904.0,59.57,Loam,7.0,130.6,22.8,26.1,30.0,2.2303
WARDHA,2023,Bajra,Kharif,501.52,25.62,1310.7,59.09,Clay,6.5,135.7,39.3,43.5,31.2,2.0358
WASHIM,2015,Bajra,Kharif,6461.94,25.51,523.5,53.73,Clay,6.42,114.1,23.2,37.9,27.4,1.5329
GADCHIROLI,2004,Groundnut,Kharif,260.24,27.79,977.9,41.18,Clay,6.63,76.2,42.8,47.4,35.1,1.6092
NANDURBAR,2022,Groundnut,Kharif,178.09,27.58,528.2,62.33,Clay Loam,6.66,126.5,50.0,46.7,46.0,2.4885
AHMEDNAGAR,2016,Soyabean,Kharif,820.18,26.83,451.1,51.14,Loam,7.73,116.8,36.4,30.6,11.1,1.7759
CHANDRAPUR,2000,Soyabean,Kharif,86776.46,24.45,1090.3,59.44,Loam,7.62,91.7,36.7,33.2,25.3,1.8159
LATUR,2014,Sugarcane,Whole Year,42531.89,29.45,634.2,43.63,Clay,7.21,103.0,44.7,31.8,24.5,82.9027
PARBHANI,2001,Cotton(lint),Kharif,248.67,27.52,497.0,36.77,Clay,7.54,108.3,42.0,47.1,15.1,0.7398
YAVATMAL,2015,Bajra,Kharif,293.51,28.19,580.4,62.57,Sandy Loam,6.73,92.1,31.7,30.5,21.2,1.9106
SOLAPUR,2023,Wheat,Rabi,1110.6,24.05,1055.2,67.64,Clay Loam,6.43,100.1,40.8,52.8,50.5,2.7391
OSMANABAD,2004,Jowar,Rabi,15754.46,26.78,614.7,56.91,Clay,7.82,127.5,44.6,33.4,15.7,2.9053
DHULE,2018,Bajra,Kharif,5522.15,25.74,621.5,46.25,Clay Loam,7.9,120.9,46.1,42.4,22.9,1.8397
GONDIA,2014,Groundnut,Kharif,197.18,27.24,1122.2,47.39,Clay,7.49,100.2,31.4,25.5,27.5,2.291
PUNE,2014,Sugarcane,Whole Year,3807.42,23.35,813.3,56.73,Clay Loam,6.65,106.5,48.5,48.1,24.4,94.7832
BULDHANA,2012,Cotton(lint),Kharif,38841.75,29.54,991.6,62.53,Loam,6.75,143.5,43.6,32.0,16.7,0.8906
AURANGABAD,2008,Gram,Rabi,602.37,27.55,617.5,64.52,Clay Loam,7.91,105.3,26.6,37.8,17.1,1.3021
SANGLI,2011,Sugarcane,Whole Year,5660.64,23.34,1062.3,57.73,Loam,5.91,128.4,36.9,47.7,38.7,107.7746
DHULE,2015,Sugarcane,Whole Year,7619.95,25.93,1027.3,48.47,Clay Loam,7.3,102.1,54.8,51.3,26.5,92.1846
LATUR,2023,Gram,Rabi,7742.18,30.11,597.3,48.22,Clay,7.64,118.5,50.0,46.6,22.7,1.123
WASHIM,2017,Wheat,Rabi,1106.58,29.41,863.2,66.01,Loam,6.5,96.6,47.8,49.1,22.9,2.4342
HINGOLI,2023,Sugarcane,Whole Year,646.1,31.41,521.3,41.29,Clay,8.32,104.7,44.9,55.0,10.0,93.104
RAIGAD,2016,Rice,Kharif,44485.34,27.56,2037.3,79.03,Clay Loam,5.24,98.1,25.8,28.5,29.8,5.4779
OSMANABAD,2001,Onion,Kharif,2271.63,29.97,663.1,49.08,Clay,7.43,95.7,43.7,39.8,19.9,14.2753
AKOLA,2023,Rice,Kharif,7220.37,29.41,651.6,65.05,Clay,7.34,130.1,24.3,18.4,26.2,4.2319
YAVATMAL,2014,Soyabean,Kharif,426.31,26.78,663.5,52.4,Loam,7.83,95.0,36.4,42.4,27.6,2.1714
CHANDRAPUR,2018,Sugarcane,Whole Year,263.69,28.74,646.3,58.53,Clay,6.23,107.5,46.8,38.6,16.2,89.1943
AHMEDNAGAR,2001,Rice,Kharif,120.76,27.88,946.8,55.17,Loam,7.49,133.8,56.1,46.7,35.0,4.2825
RAIGAD,2004,Jowar,Kharif,6838.12,27.3,1318.9,84.32,Laterite,5.15,86.5,17.9,55.0,11.3,2.5679
JALGAON,2009,Jowar,Kharif,33836.64,24.64,496.0,56.32,Clay Loam,6.88,83.8,45.2,31.9,40.9,2.4064
CHANDRAPUR,2011,Gram,Rabi,40598.2,29.89,890.4,63.84,Clay,7.26,82.5,40.0,24.8,16.4,1.2263
PALGHAR,2018,Bajra,Kharif,650.56,25.83,2364.1,82.28,Laterite,5.79,104.7,21.3,27.5,33.6,2.0571
SINDHUDURG,2013,Jowar,Rabi,61642.69,26.38,3271.5,82.07,Sandy Loam,5.62,84.7,27.8,38.4,30.9,3.0166
NANDURBAR,2004,Gram,Rabi,3200.13,28.78,782.3,52.97,Clay,7.38,104.4,52.5,31.2,29.2,1.0817
AMRAVATI,2013,Jowar,Kharif,9273.06,25.45,769.8,55.28,Loam,7.15,123.2,43.0,42.5,14.6,2.3108
YAVATMAL,2003,Gram,Rabi,19535.45,30.41,1084.6,61.57,Clay,6.23,76.7,31.9,36.9,10.0,0.7977
MUMBAI,2010,Gram,Rabi,1113.14,25.58,2180.3,81.98,Clay Loam,5.72,74.2,34.0,35.1,19.6,1.2712
SANGLI,2019,Cotton(lint),Kharif,593.28,26.99,790.2,50.89,Clay Loam,7.1,156.4,43.7,44.5,41.9,0.9
GADCHIROLI,2000,Bajra,Kharif,156.45,25.63,641.0,56.98,Loam,6.71,120.6,27.7,26.0,26.6,1.3797
SOLAPUR,2002,Groundnut,Kharif,13479.13,25.5,1045.5,64.01,Loam,6.56,123.1,54.4,33.2,78.2,1.9874
KOLHAPUR,2001,Sugarcane,Whole Year,727.92,27.53,565.8,67.77,Clay,6.47,141.1,49.6,23.0,52.0,81.8778
PALGHAR,2019,Jowar,Rabi,50677.72,25.8,2983.0,87.7,Clay Loam,5.65,87.5,26.5,30.4,25.7,2.9106
BULDHANA,2000,Bajra,Kharif,27931.02,30.41,1073.7,62.25,Clay,7.53,117.2,35.9,29.1,34.3,1.9393
PALGHAR,2009,Rice,Kharif,54.02,28.75,1866.8,78.65,Sandy Loam,5.85,104.6,11.8,45.7,32.3,5.2928
OSMANABAD,2024,Gram,Rabi,8314.6,26.77,767.8,51.06,Clay Loam,7.66,112.5,25.7,31.4,18.5,1.4336
OSMANABAD,2021,Sugarcane,Whole Year,332.79,28.64,612.2,39.67,Clay,7.58,104.3,31.5,37.2,16.7,71.093
WASHIM,2023,Wheat,Rabi,249.11,24.31,1047.7,62.18,Sandy Loam,7.3,98.7,52.7,44.9,10.0,3.1569
GONDIA,2013,Onion,Kharif,1237.41,29.38,1159.2,60.41,Clay,6.67,97.9,39.8,31.1,16.5,20.8487
PARBHANI,2021,Rice,Kharif,1332.29,28.43,338.1,45.33,Clay,7.62,109.4,45.3,49.4,10.5,3.7126
AMRAVATI,2016,Soyabean,Kharif,3517.23,30.5,920.7,60.35,Clay,6.54,88.5,19.5,48.1,26.5,2.3792
NANDURBAR,2017,Gram,Rabi,478.67,29.27,517.3,52.02,Clay Loam,7.46,109.1,53.9,47.5,41.3,1.606
NANDED,2007,Gram,Rabi,39670.26,28.79,341.7,47.01,Clay,7.85,107.2,44.9,47.2,11.1,1.1785
WASHIM,2024,Sugarcane,Whole Year,20497.0,26.91,671.1,60.75,Sandy Loam,6.49,112.3,48.3,17.2,10.0,89.878
PARBHANI,2014,Rice,Kharif,12582.42,27.67,689.9,45.49,Clay,7.61,97.9,57.5,30.0,17.0,3.6746
WARDHA,2001,Cotton(lint),Kharif,2744.28,24.67,906.2,59.62,Clay,6.33,117.3,37.6,41.0,26.8,0.6727
DHULE,2019,Gram,Rabi,306.93,25.09,489.1,55.23,Clay,7.31,99.0,41.9,55.0,29.7,1.417
WARDHA,2013,Soyabean,Kharif,226.26,26.62,682.6,71.08,Sandy Loam,6.78,70.8,33.5,25.1,16.6,1.9661
RATNAGIRI,2008,Rice,Kharif,227.31,28.5,2002.1,71.15,Sandy Loam,5.0,95.3,24.8,40.6,29.5,5.4886
GONDIA,2019,Jowar,Rabi,1519.77,28.3,656.6,58.52,Sandy Loam,6.62,132.9,46.2,37.8,10.0,2.451
PARBHANI,2009,Soyabean,Kharif,19719.56,27.79,569.8,52.09,Clay,7.11,79.9,51.5,29.3,17.0,2.3973
RATNAGIRI,2003,Sugarcane,Whole Year,660.4,28.86,2874.6,71.88,Sandy Loam,5.55,59.8,21.7,39.1,10.0,96.5368
PARBHANI,2003,Sugarcane,Whole Year,311.9,31.23,878.8,53.19,Clay,7.44,95.4,35.9,46.4,12.7,88.7187
LATUR,2013,Onion,Rabi,155.04,26.1,887.0,44.25,Clay,7.43,113.4,18.5,43.5,13.0,17.6403
SOLAPUR,2012,Groundnut,Kharif,3153.15,27.06,929.8,63.41,Clay Loam,6.77,111.6,49.5,24.3,38.9,2.1068
GADCHIROLI,2014,Jowar,Rabi,50392.56,29.26,727.3,63.17,Clay,6.89,116.7,36.9,18.2,10.0,2.1375
